aa,ProductId: 1010 Quantity: 1 Amount: 3-,3.0,cash,2022-10-26 20:35:16
aa,ProductId: 1010 Quantity: 1 Amount: 3-,3.0,cash,2022-10-26 20:51:51
aa,ProductId: 1001 Quantity: 1 Amount: 3-,3.0,card,2022-10-26 21:00:07
aa,ProductId: 1001 Quantity: 6 Amount: 18-ProductId: 1004 Quantity: 3 Amount: 6-,24.0,cash,2022-10-26 22:35:41
aa,ProductId: 1001 Quantity: 6 Amount: 18-ProductId: 1004 Quantity: 3 Amount: 6-ProductId: 1001 Quantity: 6 Amount: 18-ProductId: 1004 Quantity: 3 Amount: 6-,24.0,cash,2022-10-26 22:35:42
aa,ProductId: 1001 Quantity: 6 Amount: 18-ProductId: 1004 Quantity: 3 Amount: 6-ProductId: 1001 Quantity: 6 Amount: 18-ProductId: 1004 Quantity: 3 Amount: 6-ProductId: 1001 Quantity: 6 Amount: 18-ProductId: 1004 Quantity: 3 Amount: 6-,24.0,cash,2022-10-26 22:35:43
aa,ProductId: 1001 Quantity: 6 Amount: 18-ProductId: 1004 Quantity: 3 Amount: 6-ProductId: 1001 Quantity: 6 Amount: 18-ProductId: 1004 Quantity: 3 Amount: 6-ProductId: 1001 Quantity: 6 Amount: 18-ProductId: 1004 Quantity: 3 Amount: 6-ProductId: 1001 Quantity: 6 Amount: 18-ProductId: 1004 Quantity: 3 Amount: 6-,24.0,cash,2022-10-26 22:35:44
aa,ProductId: 1001 Quantity: 6 Amount: 18-ProductId: 1004 Quantity: 3 Amount: 6-ProductId: 1001 Quantity: 6 Amount: 18-ProductId: 1004 Quantity: 3 Amount: 6-ProductId: 1001 Quantity: 6 Amount: 18-ProductId: 1004 Quantity: 3 Amount: 6-ProductId: 1001 Quantity: 6 Amount: 18-ProductId: 1004 Quantity: 3 Amount: 6-ProductId: 1001 Quantity: 6 Amount: 18-ProductId: 1004 Quantity: 3 Amount: 6-,24.0,cash,2022-10-26 22:35:45
aa,ProductId: 1001 Quantity: 6 Amount: 18-ProductId: 1004 Quantity: 3 Amount: 6-ProductId: 1001 Quantity: 6 Amount: 18-ProductId: 1004 Quantity: 3 Amount: 6-ProductId: 1001 Quantity: 6 Amount: 18-ProductId: 1004 Quantity: 3 Amount: 6-ProductId: 1001 Quantity: 6 Amount: 18-ProductId: 1004 Quantity: 3 Amount: 6-ProductId: 1001 Quantity: 6 Amount: 18-ProductId: 1004 Quantity: 3 Amount: 6-ProductId: 1001 Quantity: 6 Amount: 18-ProductId: 1004 Quantity: 3 Amount: 6-,24.0,cash,2022-10-26 22:35:46
aa,ProductId: 1001 Quantity: 6 Amount: 18-ProductId: 1004 Quantity: 3 Amount: 6-ProductId: 1001 Quantity: 6 Amount: 18-ProductId: 1004 Quantity: 3 Amount: 6-ProductId: 1001 Quantity: 6 Amount: 18-ProductId: 1004 Quantity: 3 Amount: 6-ProductId: 1001 Quantity: 6 Amount: 18-ProductId: 1004 Quantity: 3 Amount: 6-ProductId: 1001 Quantity: 6 Amount: 18-ProductId: 1004 Quantity: 3 Amount: 6-ProductId: 1001 Quantity: 6 Amount: 18-ProductId: 1004 Quantity: 3 Amount: 6-ProductId: 1001 Quantity: 6 Amount: 18-ProductId: 1004 Quantity: 3 Amount: 6-,24.0,cash,2022-10-26 22:35:47
